,X,Y,Z,Roll,Pitch,Yaw
1237,-14.3615,-54.5441,126.142,25.4281,19.1941,-72.0708
1238,-14.6456,-54.2411,125.899,24.547,21.3241,-76.2563
1239,-14.5458,-53.696,125.246,24.11,22.7389,-79.3541
1240,-14.776,-54.2396,124.806,27.0555,18.3327,-72.1839
1241,-14.7289,-53.526,124.48,25.9723,20.5764,-76.0569
1242,-14.6417,-53.2404,124.07,26.7921,19.6037,-74.8093
1243,-14.744,-53.5356,124.413,26.8135,19.3924,-74.2584
1244,-14.7211,-53.5374,124.363,26.87,19.3203,-74.2209
1245,-14.6987,-53.5639,124.336,26.8841,19.1742,-74.0615
1246,-14.6082,-53.3995,124.235,26.9063,19.1333,-74.0565
1247,-14.5062,-53.1844,124.239,27.0624,18.9236,-73.6652
1248,-14.4015,-52.8926,124.058,27.1308,18.6749,-73.3348
1249,-14.3554,-52.7997,123.841,27.1118,18.5644,-73.2687
1250,-14.2937,-52.6289,123.656,27.2227,18.4287,-73.1527
1251,-14.2299,-52.4369,123.373,27.5018,18.2713,-73.036
1252,-14.3032,-52.3958,123.338,27.6526,18.3318,-73.1319
1253,-14.4235,-52.4593,123.38,28.0692,18.248,-72.9623
1254,-14.4588,-52.5073,123.41,28.1455,18.2523,-72.9232
1255,-14.4201,-52.3632,123.316,28.2245,18.1205,-72.7792
1256,-14.2985,-52.185,123.161,28.243,18.1122,-72.8282
1257,-14.0007,-51.7414,122.691,27.9705,18.3587,-73.5482
1258,-13.785,-51.4899,122.419,27.6922,18.5714,-74.1459
1259,-13.7385,-51.3787,122.217,27.4921,18.5585,-74.3621
1260,-13.6882,-51.2717,121.965,27.3855,18.2238,-74.1813
1261,-13.589,-51.1142,121.876,27.3362,18.0946,-74.1412
1262,-13.4605,-50.91,121.64,27.3483,17.8612,-73.9953
1263,-13.3206,-50.7593,121.551,27.3408,17.8552,-74.0872
1264,-13.1376,-50.5164,121.358,27.3716,17.7341,-73.9971
1265,-13.0689,-50.3413,121.255,27.3167,17.7863,-74.1341
1266,-12.986,-50.2443,121.025,27.1974,17.7744,-74.3412
1267,-12.8854,-50.0972,120.816,27.2751,17.557,-74.1603
1268,-12.7838,-49.9502,120.426,27.4203,17.2514,-73.945
1269,-13.0009,-50.1598,120.057,27.6343,16.8581,-73.3969
1270,-12.6684,-49.8765,119.19,27.5623,18.0273,-75.6693
1271,-12.6556,-49.6571,119.062,28.0951,17.0603,-74.0375
1272,-12.9484,-49.7751,118.256,28.6472,17.5868,-74.558
1273,-13.1702,-49.9917,117.808,29.2465,17.5192,-74.2056
1274,-13.2605,-50.0324,117.592,29.7873,17.2539,-73.6674
1275,-13.3978,-50.0828,117.255,30.2709,17.2915,-73.6284
1276,-12.8659,-49.4159,116.01,29.4076,19.5672,-77.8307
1277,-12.9929,-49.6249,115.363,28.5175,22.0295,-81.7761
1278,-12.8375,-48.7501,115.905,32.4683,14.2614,-70.6386
1279,-13.1171,-49.917,116.623,33.0696,14.2697,-69.9744
1280,-13.4408,-49.4993,114.632,27.9873,23.3508,-84.0054
1281,-13.2367,-49.0435,114.128,30.4394,19.9893,-78.8507
1282,-12.6868,-49.6061,114.976,33.3963,14.7208,-71.558
1283,-13.7875,-48.3128,116.506,32.1569,18.5175,-75.3063
1284,-13.1979,-47.8678,113.879,31.2889,19.4981,-78.1739
1285,-12.8023,-47.8067,112.679,31.7566,18.8872,-77.8933
1286,-13.1493,-47.6742,113.713,32.7885,16.9986,-75.085
1287,-12.5132,-47.3822,113.737,32.7073,17.7994,-76.0019
1288,-12.4992,-47.7282,113.409,32.3982,18.1078,-76.865
1289,-12.602,-47.7443,113.225,32.2788,18.1072,-77.1263
1290,-12.6757,-47.7537,113.049,32.3992,17.6282,-76.7524
1291,-12.6662,-47.6224,112.981,32.6534,17.0224,-76.0734
1292,-12.5181,-47.0961,112.891,33.0674,16.2556,-75.2433
1293,-12.3081,-46.5616,112.663,33.1949,16.1156,-75.2614
1294,-12.1323,-46.2826,112.3,33.2411,15.9562,-75.3042
1295,-11.923,-46.023,112.1,33.3115,15.8236,-75.2768
1296,-11.7328,-45.7434,111.702,33.1153,16.1238,-75.902
1297,-11.5781,-45.5285,111.409,33.0397,16.2614,-76.1852
1298,-11.5161,-45.4989,111.127,32.9917,16.1802,-76.2035
1299,-11.4265,-45.3094,111.037,33.0102,16.1636,-76.1983
1300,-11.3242,-45.0779,110.845,33.0947,16.0437,-76.0737
1301,-11.2624,-44.6323,110.694,33.2337,15.8177,-75.9309
1302,-11.326,-44.6875,110.721,33.1755,15.9276,-76.121
1303,-11.2503,-44.4996,110.629,33.1292,16.0957,-76.4573
1304,-11.1634,-44.5055,110.659,33.1614,16.1916,-76.6094
1305,-11.0991,-44.4191,110.653,33.199,16.1797,-76.6773
1306,-11.0935,-44.3131,110.698,33.0724,16.6041,-77.2552
1307,-11.0911,-44.4238,110.797,33.0915,16.6126,-77.3357
1308,-11.032,-44.375,110.799,33.2691,16.2096,-76.8807
1309,-10.9783,-44.2755,110.8,33.3307,16.2165,-76.9412
1310,-11.0314,-44.3242,110.7,33.2714,16.314,-77.1292
1311,-10.9548,-44.2077,110.574,33.4765,15.99,-76.7635
1312,-10.9102,-44.0794,110.615,33.6321,15.7501,-76.4178
1313,-10.8408,-43.9849,110.598,33.8265,15.4303,-75.9688
1314,-10.6734,-43.7683,110.484,33.9329,15.3408,-75.8685
1315,-10.4739,-43.5558,110.4,34.0651,15.4021,-75.8325
1316,-10.4238,-43.5944,110.248,34.0907,15.3646,-75.7904
1317,-10.4303,-43.756,110.141,34.1941,15.0837,-75.4303
1318,-10.4343,-43.7775,110.1,34.4518,14.5703,-74.6532
1319,-10.4366,-43.7571,110.122,34.5049,14.5637,-74.5367
1320,-10.3539,-43.5431,109.92,34.6549,14.5043,-74.3677
1321,-10.2245,-43.3026,109.462,34.9281,14.3943,-74.1476
1322,-10.146,-43.0973,109.105,35.1095,14.4418,-74.0959
1323,-10.0322,-42.9662,108.324,35.2621,14.984,-74.6135
1324,-9.98749,-43.0955,107.962,35.4825,15.211,-74.7026
1325,-9.96925,-43.2807,107.537,35.7765,15.7527,-74.9696
1326,-10.1587,-43.6842,107.408,35.7686,16.4225,-75.5146
1327,-10.3983,-43.9689,107.408,35.934,16.8916,-75.846
1328,-10.5625,-44.1429,107.487,36.1133,16.8586,-75.8218
1329,-10.8101,-44.399,107.704,36.2774,16.8329,-75.9289
1330,-11.0949,-44.4274,107.93,36.7328,16.5283,-75.6833
1331,-11.179,-44.4824,107.967,36.8963,16.4465,-75.5034
1332,-11.1927,-44.5119,108.006,36.9303,16.467,-75.4998
1333,-11.1213,-44.4882,107.777,36.7976,16.8878,-75.981
1334,-11.1321,-44.7129,107.701,36.7472,16.917,-76.0269
1335,-11.0749,-44.6973,107.789,36.8977,16.7692,-75.7138
1336,-11.1343,-44.7227,107.834,36.9955,16.6,-75.383
1337,-11.1468,-44.7784,107.951,37.2241,16.0893,-74.6874
1338,-11.0794,-44.6169,107.949,37.5243,15.4276,-73.8884
1339,-11.0899,-44.5668,107.965,37.6713,15.0087,-73.3673
1340,-11.0485,-44.3849,107.967,37.7755,14.8064,-73.0818
1341,-11.0483,-44.4001,107.839,37.7796,14.6929,-72.9981
1342,-10.9547,-44.2641,107.836,37.8201,14.6659,-72.9706
1343,-10.962,-44.259,107.818,37.7235,14.9084,-73.2497
1344,-10.9319,-44.3107,107.869,37.7229,15.0071,-73.2837
1345,-11.0246,-44.5539,107.973,37.633,15.0866,-73.3583
1346,-11.0138,-44.5779,108.001,37.634,14.9328,-73.2242
1347,-11.0265,-44.4234,108.06,37.5299,14.8671,-73.3034
1348,-10.8969,-44.236,108.131,37.571,14.5203,-73.0809
1349,-10.8113,-43.9984,108.131,37.3513,14.5328,-73.3897
1350,-10.7655,-43.8594,108.114,37.0501,14.9966,-74.09
1351,-10.6229,-43.8166,108.107,36.7679,15.2096,-74.538
1352,-10.5601,-43.8258,108.146,36.5267,15.4691,-74.9045
1353,-10.4777,-43.7522,108.211,36.2368,15.859,-75.3475
1354,-10.448,-43.7474,108.225,36.0619,16.0407,-75.5613
1355,-10.4131,-43.818,108.21,35.8377,15.7348,-75.2574
1356,-10.3768,-43.8379,108.308,35.7054,15.3099,-74.7794
1357,-10.3331,-43.8117,108.512,35.367,14.786,-74.181
1358,-10.1252,-43.5643,108.404,34.2295,14.3848,-74.0467
1359,-9.88591,-43.2999,108.297,33.7892,13.8662,-73.5743
1360,-9.57323,-42.9734,108.236,33.4695,13.5553,-73.3205
1361,-9.51113,-42.8018,108.063,33.0999,14.0177,-74.0313
1362,-9.38416,-42.8039,107.974,32.9542,13.9179,-74.0036
1363,-9.33803,-42.8483,108.103,32.9394,13.7183,-73.7355
1364,-9.25928,-42.7466,107.984,32.9267,13.6518,-73.6888
1365,-9.21921,-42.7866,108.049,32.893,13.3781,-73.3289
1366,-9.22793,-42.8255,108.211,32.7098,13.4952,-73.4526
1367,-9.27807,-42.8321,108.226,32.53,13.6113,-73.6351
1368,-9.19852,-42.7214,108.233,32.4502,13.2757,-73.2568
1369,-9.09404,-42.538,108.281,32.414,13.047,-72.9507
1370,-9.02374,-42.4295,108.297,32.1792,13.0637,-73.0261
1371,-8.92053,-42.3803,108.279,31.9155,13.5042,-73.6604
1372,-8.8195,-42.4147,108.185,31.5765,13.9032,-74.3547
1373,-8.65559,-42.4823,108.055,31.1621,14.3998,-75.1889
1374,-8.64374,-42.6122,107.932,30.9408,14.6154,-75.5862
1375,-8.62797,-42.7067,107.909,30.781,14.7681,-75.7614
1376,-8.65561,-42.7726,108.06,30.7577,14.6517,-75.4965
1377,-8.60042,-42.6832,108.016,30.5308,15.0828,-76.0577
1378,-7.69129,-40.9817,104.899,29.8181,15.511,-76.6786
1379,-5.53797,-38.631,101.953,29.8378,14.1221,-74.1991
1380,-5.51624,-39.1048,101.526,29.8473,11.0824,-68.7661
1381,-4.97087,-38.4108,101.213,28.2769,15.0489,-75.1256
1382,-4.16689,-38.2434,98.8415,27.1669,16.4526,-78.9645
1383,-4.76407,-38.4641,100.589,29.0129,13.2623,-72.7523
1384,-4.56131,-38.3122,100.527,28.8359,13.6651,-73.4584
1385,-4.48691,-38.3518,100.274,28.7657,13.6995,-73.6656
1386,-4.47084,-38.3143,100.324,29.0579,13.0376,-72.5864
1387,-4.41116,-37.9866,99.8836,29.0258,12.1813,-71.2067
1388,-4.66367,-38.1122,100.455,27.8419,15.1512,-74.3512
1389,-3.94195,-37.3786,99.2775,29.2237,10.3483,-68.1356
1390,-2.85306,-36.3354,98.242,29.4583,7.60927,-62.6807
1391,-4.21934,-37.5167,98.9686,25.7618,15.4927,-75.247
1392,-1.55643,-36.7139,95.6118,26.157,14.6886,-76.1027
1393,-2.29015,-36.1713,96.7952,27.1864,12.5782,-71.0906
1394,-2.0111,-35.9432,96.2205,27.2754,12.9277,-71.435
1395,-1.95506,-35.7518,95.9735,27.6823,12.8469,-71.1047
1396,-2.03054,-35.3704,95.818,28.3351,13.1869,-71.2893
1397,-2.19259,-35.2933,95.7954,28.8421,13.2588,-71.1901
1398,-2.25971,-35.1212,95.8778,29.6356,13.1566,-70.7919
1399,-0.917737,-33.5125,94.2956,28.954,17.8828,-78.9921
1400,-0.917737,-33.5125,94.2956,28.954,17.8828,-78.9921
1401,-3.5213,-35.7073,95.9418,34.1787,15.889,-74.4541
1402,-4.12221,-35.7872,94.8907,32.1913,19.9273,-82.4405
1403,-3.84863,-35.2505,95.2584,35.6757,13.0307,-73.7229
1404,-3.81956,-34.9323,95.5716,36.1559,12.0188,-73.2214
1405,-3.42948,-33.8152,94.3162,32.7989,20.0296,-84.0938
1406,-3.94111,-34.0112,94.3923,34.115,18.419,-82.9037
1407,-4.29855,-34.5533,95.8116,36.9486,10.8506,-74.5502
1408,-5.3721,-35.3625,96.2637,38.1181,10.815,-76.2001
1409,-5.94618,-34.1609,93.9569,37.1845,18.4223,-85.9365
1410,-6.66204,-33.7166,93.7604,38.941,16.7856,-84.3711
1411,-6.93965,-34.0418,95.7498,41.6398,8.81584,-76.5768
1412,-6.93965,-34.0418,95.7498,41.6398,8.81584,-76.5768
1413,-7.14216,-32.4253,93.6876,39.697,18.7925,-87.248
1414,-6.46407,-32.6096,92.5404,40.2069,17.7007,-86.5349
1415,-7.1517,-33.2639,94.2373,40.8623,15.418,-83.7873
1416,-7.32269,-33.4554,94.3439,40.8627,16.6014,-85.0978
1417,-7.31584,-33.5487,94.5012,41.0712,16.3026,-84.8143
1418,-7.42264,-33.8122,94.5344,41.1725,16.1339,-84.6881
1419,-7.4453,-33.9013,94.461,41.3919,16.0386,-84.5734
1420,-7.35134,-33.99,94.5518,41.6041,16.1607,-84.5393
1421,-7.4728,-34.3213,94.5215,42.0572,15.8425,-83.9575
1422,-7.51974,-34.7497,94.4704,42.0776,17.3405,-85.0237
1423,-7.55485,-34.9027,94.4191,42.1781,18.2205,-85.5537
1424,-7.61686,-35.1938,94.4659,42.6355,17.997,-85.037
1425,-7.67657,-35.443,94.6009,42.748,19.23,-85.9479
1426,-7.87272,-35.7303,94.6968,42.8481,19.6456,-86.363
1427,-9.08603,-36.6811,95.0105,43.3725,20.7342,-88.6601
1428,-9.4361,-37.877,96.7366,45.0112,17.3686,-85.5721
1429,-9.4361,-37.877,96.7366,45.0112,17.3686,-85.5721
1430,-9.37409,-37.3887,96.8312,44.3635,19.1135,-87.0865
1431,-9.61352,-37.7123,97.2899,44.2216,20.2125,-88.1067
1432,-9.7828,-37.6529,97.3907,44.3455,20.2611,-88.2617
1433,-9.89059,-37.3914,97.577,44.601,20.3373,-88.5077
1434,-9.90183,-37.1555,97.2309,46.717,13.4294,-83.8847
1435,-10.0433,-37.1534,97.6214,45.413,19.0359,-87.8169
1436,-9.93788,-37.1514,96.6291,44.7303,21.1335,-90.673
1437,-10.149,-37.0354,97.3921,45.8303,18.7749,-88.3685
1438,-10.2347,-37.1081,97.3258,45.5796,19.5862,-89.6367
1439,-10.4839,-38.2619,97.9608,44.9128,21.482,-92.0062
1440,-10.6294,-37.0922,96.9166,44.0668,23.9351,-94.8
1441,-10.7139,-37.61,98.1399,44.7809,22.2591,-93.045
1442,-10.9354,-37.7782,98.6841,44.8814,22.3619,-93.2506
1443,-11.603,-37.8333,98.8865,44.0127,24.711,-96.1653
1444,-11.7447,-38.7769,102.109,44.4876,24.1649,-96.7236
1445,-11.452,-38.4373,101.141,44.0244,23.969,-97.2238
1446,-11.8028,-38.0462,100.709,44.5806,22.8796,-96.2297
1447,-11.7838,-38.1961,100.818,44.3629,23.0195,-96.8072
1448,-11.8184,-38.2383,100.711,44.1816,22.949,-97.1154
1449,-11.8351,-38.2212,100.729,44.0342,22.9955,-97.418
1450,-11.9529,-38.1858,100.755,43.8206,22.8935,-97.8106
1451,-11.9176,-38.0491,100.719,43.7717,22.5988,-97.8959
1452,-11.8364,-37.6631,100.81,43.5331,22.6757,-98.4496
1453,-11.8992,-37.6116,100.859,43.2524,22.8353,-99.0066
1454,-11.4473,-37.0201,100.215,40.774,26.7901,-104.888
1455,-11.3055,-36.1826,100.568,43.2488,20.1006,-99.6049
1456,-11.4563,-35.9248,101.115,42.4062,21.9193,-102.593
1457,-12.6356,-36.9087,102.563,39.3253,27.6802,-109.047
1458,-12.8868,-35.8272,101.692,39.8033,26.7902,-108.87
1459,-12.5105,-37.1723,102.271,43.0538,19.8042,-102.228
1460,-12.6985,-37.1896,101.627,40.7401,25.3244,-108.025
1461,-12.8699,-37.2894,103.07,41.4484,23.7797,-106.338
1462,-12.9759,-37.5821,103.453,41.4516,23.9671,-106.528
1463,-13.1968,-37.8396,103.697,41.7341,23.9771,-106.313
1464,-13.3276,-37.9485,103.864,42.0739,23.9406,-106.034
1465,-13.6391,-38.152,104.053,42.5993,24.0396,-105.751
1466,-13.9628,-38.1795,104.232,42.6902,24.8786,-106.289
1467,-14.8482,-38.4356,104.651,42.554,27.2981,-108.687
1468,-15.5788,-38.7713,104.344,44.8514,25.0319,-106.265
1469,-15.6424,-37.9135,104.554,46.3138,24.435,-105.854
1470,-15.8548,-39.2222,106.4,45.767,26.2831,-107.465
1471,-15.8149,-38.389,105.715,45.8092,27.1366,-107.845
1472,-15.7502,-38.1605,105.389,46.2075,25.522,-106.546
1473,-15.7166,-38.6706,105.357,46.7657,25.2105,-105.996
1474,-15.7676,-39.3446,105.326,47.2489,24.8582,-105.329
1475,-15.8283,-39.5313,105.477,47.2985,24.8918,-105.326
1476,-15.9068,-39.3449,105.654,47.1511,25.3655,-105.797
1477,-15.94,-38.8577,105.64,46.9489,25.8385,-106.347
1478,-16.0298,-38.633,105.544,46.9867,25.4997,-106.337
1479,-16.0019,-38.1793,105.519,46.8538,25.6613,-106.856
1480,-16.4476,-38.1945,105.708,46.0886,27.445,-109.838
1481,-16.9364,-38.1195,105.751,47.1835,26.5204,-109.29
1482,-17.8254,-38.6216,105.981,48.5831,25.9033,-108.738
1483,-17.742,-40.1055,107.925,49.2687,26.2183,-108.874
1484,-18.8485,-40.6965,108.795,48.7358,29.2183,-111.765
1485,-19.7183,-40.3754,107.674,50.0326,26.6675,-110.062
1486,-19.628,-39.1679,107.513,50.3865,26.4301,-109.981
1487,-19.4572,-39.4085,108.956,50.0953,27.466,-110.81
1488,-19.6236,-38.8759,108.318,50.1582,27.5115,-110.873
1489,-19.71,-38.8798,108.342,50.5227,27.2626,-110.698
1490,-19.8475,-38.8326,108.391,50.5869,27.7145,-111.001
1491,-20.8286,-39.8569,109.517,51.7674,28.8158,-111.32
1492,-21.2826,-39.6334,108.944,52.7607,27.858,-110.615
1493,-21.3046,-39.9169,109.315,52.7796,28.409,-111.209
1494,-21.3047,-39.677,109.162,51.6743,30.2028,-112.811
1495,-21.3551,-39.7831,109.276,52.3919,29.0233,-111.757
1496,-21.3178,-39.8087,109.216,52.4408,29.1999,-111.915
1497,-21.337,-39.9742,108.993,52.432,29.4828,-112.124
1498,-21.2881,-40.1367,108.776,52.4648,29.7199,-112.219
1499,-21.1966,-40.4555,108.497,52.5422,29.9408,-112.306
1500,-21.1768,-40.8403,108.491,52.5351,30.2074,-112.474
1501,-21.0638,-41.2003,108.515,52.6421,30.4322,-112.592
1502,-21.1104,-41.258,108.47,52.8528,30.1767,-112.438
1503,-21.2002,-40.8776,108.624,53.8691,29.2254,-111.946
1504,-21.3977,-41.7763,109.326,53.7017,31.6962,-113.868
1505,-21.9803,-40.7204,107.945,54.956,29.3685,-112.287
1506,-21.8081,-39.6384,107.912,55.5393,29.1843,-112.315
1507,-21.2795,-41.6207,109.081,55.1358,31.5491,-113.768
1508,-21.3431,-41.8222,109.731,55.1196,32.0908,-114.204
1509,-21.5766,-41.353,108.536,56.3709,28.6669,-112.096
1510,-21.5102,-41.0549,108.428,56.8153,28.2894,-112.037
1511,-21.7122,-42.6836,109.224,55.4378,32.6228,-115.044
1512,-22.2823,-42.3974,108.879,55.6772,32.8699,-115.475
1513,-22.8079,-40.8962,109.082,56.6091,30.5475,-114.814
1514,-22.9403,-40.8344,109.959,56.6418,31.4872,-115.665
1515,-23.4354,-41.3132,110.692,56.1556,32.8719,-116.629
1516,-23.7426,-40.5398,110.445,56.3848,32.1873,-116.528
1517,-23.7559,-41.078,110.499,56.1682,32.9839,-117.171
1518,-23.953,-41.6426,110.195,56.3311,34.0129,-117.89
1519,-24.6012,-42.2872,110.091,57.6041,31.7669,-116.422
1520,-24.3781,-41.4269,110.536,56.7091,33.1945,-117.429
1521,-24.4827,-41.4978,110.512,57.1176,33.1166,-117.014
1522,-24.4746,-41.4833,110.402,57.4161,33.1013,-116.493
1523,-24.6016,-40.586,109.92,59.4159,31.2473,-111.935
1524,-23.6259,-40.6364,111.878,58.1217,36.5827,-113.796
1525,-24.8412,-41.2044,108.997,60.6431,29.1221,-108.788
1526,-24.3976,-40.9894,108.288,61.4548,28.4077,-107.561
1527,-24.0065,-39.277,109.24,61.6423,27.038,-106.839
1528,-24.1336,-40.9248,109.778,60.9704,28.5499,-107.671
1529,-24.2427,-41.1543,109.818,61.0827,29.4422,-107.831
1530,-24.2217,-41.5299,110.027,61.2094,29.4817,-107.708
1531,-24.209,-41.6776,110.343,61.2051,29.8761,-107.937
1532,-25.4472,-41.2858,111.07,61.3539,31.3123,-109.252
1533,-25.353,-39.6565,110.55,62.4106,31.6032,-108.849
1534,-25.0498,-39.9624,112.512,63.2127,33.8529,-109.352
1535,-26.5654,-41.1393,110.83,64.7986,27.5552,-106.763
1536,-26.5654,-41.1393,110.83,64.7986,27.5552,-106.763
1537,-25.5208,-38.4746,111.274,65.7709,29.6013,-107.655
1538,-25.7253,-39.6466,112.72,65.9018,31.0301,-108.06
1539,-25.7253,-39.6466,112.72,65.9018,31.0301,-108.06
1540,-25.7253,-39.6466,112.72,65.9018,31.0301,-108.06
1541,-25.7253,-39.6466,112.72,65.9018,31.0301,-108.06
1542,-26.6689,-41.5934,113,68.3594,30.9382,-107.576
1543,-28.4302,-40.4101,109.748,70.1011,27.2991,-105.814
1544,-28.3101,-38.3728,110.579,70.9153,27.966,-105.983
1545,-28.1078,-39.5185,111.66,70.9512,27.7966,-106.106
1546,-28.7806,-38.4923,110.432,72.3396,25.9942,-105.603
1547,-28.5385,-39.7486,111.181,72.4709,30.4742,-106.467
1548,-28.2287,-42.3646,112.732,73.017,26.2884,-105.478
1549,-29.1838,-41.2195,111.977,72.9955,29.2425,-106.129
1550,-29.7448,-39.7099,110.991,73.1588,30.4335,-106.318
1551,-29.2068,-38.8409,112.418,72.6835,35.7992,-107.854
1552,-29.5412,-41.9297,112.242,74.5067,25.9475,-105.497
1553,-30.9671,-39.6972,111.26,75.4913,24.3108,-105.114
1554,-30.4036,-38.4818,112.195,75.351,30.4091,-106.534
1555,-30.3847,-39.5583,112.87,75.9391,31.1201,-106.681
1556,-30.903,-40.8893,111.944,77.0753,24.9167,-105.487
1557,-31.5019,-39.5851,111.794,77.6807,28.6319,-105.983
1558,-32.3634,-38.9766,111.754,78.7724,28.9371,-105.672
1559,-31.3625,-40.8346,113.754,78.9935,29.9904,-105.787
1560,-32.5245,-40.839,111.361,79.9006,25.6614,-104.704
1561,-32.3247,-40.3805,112.74,79.4313,28.7658,-105.339
1562,-32.5196,-40.2047,112.813,79.7125,29.0016,-105.191
1563,-32.6202,-39.9051,112.955,79.8247,29.4876,-105.182
1564,-32.8299,-39.6626,112.994,80.0613,28.9704,-105.036
1565,-32.9772,-39.6156,112.881,80.22,28.8708,-104.916
1566,-33.1872,-39.762,112.948,80.2451,28.5962,-104.734
1567,-33.2433,-39.8911,113.047,80.2082,28.327,-104.682
1568,-33.1912,-41.3843,113.503,79.5701,28.0131,-104.718
1569,-33.8901,-42.8152,113.776,78.5122,26.1998,-104.264
1570,-34.5983,-38.882,113.25,77.6155,32.3167,-105.116
1571,-34.143,-39.8142,113.39,77.0766,34.0349,-105.433
1572,-33.5774,-41.4606,114.149,77.1721,31.2707,-105.128
1573,-33.3291,-42.7229,114.042,77.154,29.6483,-105.021
1574,-34.2863,-40.6505,113.069,76.9503,30.3059,-104.973
1575,-34.2685,-41.1962,111.699,77.4066,21.9543,-102.689
1576,-34.1828,-42.8513,112.567,76.9695,25.0114,-101.891
1577,-34.3376,-44.039,112.385,74.6449,25.2647,-101.504
1578,-34.3376,-44.039,112.385,74.6449,25.2647,-101.504
1579,-34.3872,-43.305,115.086,73.0654,27.1842,-102.567
1580,-34.3872,-43.305,115.086,73.0654,27.1842,-102.567
1581,-34.414,-41.657,114.302,73.2493,28.4402,-102.68
1582,-34.7328,-41.1946,114.244,73.083,28.2232,-102.729
1583,-34.8164,-40.7412,114.17,73.1017,27.4256,-102.659
1584,-34.8509,-40.8718,113.978,73.2119,27.15,-102.569
1585,-34.7947,-41.3691,113.919,73.4942,26.3416,-102.327
1586,-34.7947,-41.3691,113.919,73.4942,26.3416,-102.327
1587,-34.7947,-41.3691,113.919,73.4942,26.3416,-102.327
1588,-34.7947,-41.3691,113.919,73.4942,26.3416,-102.327
1589,-35.7765,-40.3796,115.337,73.2871,36.1158,-104.991
1590,-36.9235,-40.5156,114.006,74.7776,26.143,-102.791
1591,-36.6605,-40.9861,114.79,74.4216,35.995,-104.391
1592,-36.6605,-40.9861,114.79,74.4216,35.995,-104.391
1593,-38.6316,-42.2205,113.619,76.5041,23.2618,-101.812
1594,-38.6316,-42.2205,113.619,76.5041,23.2618,-101.812
1595,-38.4138,-39.8364,115.014,76.6718,32.6535,-102.868
1596,-38.8,-40.7422,114.691,77.0288,29.2464,-102.185
1597,-38.6981,-41.7578,114.391,77.1502,28.9543,-102.104
1598,-38.7288,-42.0873,114.634,77.3218,28.8623,-101.895
1599,-38.8184,-42.426,114.778,77.3467,28.6126,-101.762
1600,-38.9375,-42.3795,114.831,77.3132,28.6796,-101.63
1601,-38.9117,-42.123,114.875,77.2996,28.605,-101.554
1602,-38.8719,-41.6732,114.88,77.2746,28.5675,-101.418
1603,-38.4423,-41.1465,115.142,76.9899,28.9672,-101.5
1604,-38.159,-40.7289,114.498,77.4438,27.6505,-100.928
1605,-37.96,-41.1083,114.171,77.6907,26.3264,-100.522
1606,-35.3922,-41.3164,114.714,76.7253,28.8561,-100.454
1607,-35.334,-41.1981,113.622,76.3335,22.8175,-99.0796
1608,-34.0988,-40.46,113.354,75.3709,26.3039,-99.4943
1609,-32.6413,-39.6849,114.326,73.3344,30.3857,-100.808
1610,-33.3139,-40.7134,112.486,73.2954,21.1932,-98.8081
1611,-32.4904,-39.3204,111.538,72.9273,20.3448,-98.4258
1612,-30.7227,-38.7867,112.973,72.1254,24.8551,-99.6344
1613,-30.4648,-39.9064,112.659,71.8692,23.1727,-99.0027
1614,-30.0143,-41.4632,112.562,71.7112,22.7031,-98.5892
1615,-30.5887,-39.7002,110.309,71.7567,22.6705,-98.1794
1616,-29.7543,-41.8013,113.016,70.865,27.5531,-99.4437
1617,-29.2819,-42.0025,113.033,70.7463,24.8299,-98.6308
1618,-27.5115,-39.794,110.474,68.7149,21.7002,-98.185
1619,-26.6641,-40.6746,111.376,67.3618,23.4891,-98.9435
1620,-26.4406,-41.4575,111.393,66.8038,23.0872,-99.1322
1621,-26.2179,-39.4125,110.318,67.0399,21.8652,-98.7177
1622,-26.2747,-40.6755,111.02,66.9849,23.0921,-99.0553
1623,-26.1589,-40.7737,111.017,66.6931,23.1812,-99.2249
1624,-25.9977,-40.7483,110.827,66.3809,23.1545,-99.3698
1625,-25.3874,-41.1636,111.053,65.4642,23.5633,-99.8933
1626,-24.8299,-39.6389,110.967,64.0048,25.4954,-100.774
1627,-24.7595,-41.0213,110.47,63.4697,22.2206,-99.6968
1628,-23.9407,-40.3216,109.671,62.8444,21.5603,-99.434
1629,-23.1564,-39.7087,108.613,62.4933,21.4905,-99.1542
1630,-22.4069,-39.8626,109.592,62.045,21.5625,-98.7608
1631,-22.1321,-39.1215,108.155,61.7703,21.8971,-98.2803
1632,-21.4755,-38.7389,107.148,60.8299,22.9781,-98.8375
1633,-21.4755,-38.7389,107.148,60.8299,22.9781,-98.8375
1634,-21.4755,-38.7389,107.148,60.8299,22.9781,-98.8375
1635,-21.4755,-38.7389,107.148,60.8299,22.9781,-98.8375
1636,-21.4755,-38.7389,107.148,60.8299,22.9781,-98.8375
1637,-21.4755,-38.7389,107.148,60.8299,22.9781,-98.8375
1638,-21.4755,-38.7389,107.148,60.8299,22.9781,-98.8375
1639,-18.5217,-38.389,106.039,61.3679,17.7558,-95.9185
1640,-18.5217,-38.389,106.039,61.3679,17.7558,-95.9185
1641,-18.5217,-38.389,106.039,61.3679,17.7558,-95.9185
1642,-18.4501,-40.2987,104.522,59.857,20.8475,-96.3421
1643,-17.5731,-41.5028,106.715,59.6292,20.7904,-96.1457
